0	34.6671
1	34.6671
2	34.6671
3	34.6671
4	34.6671
5	34.6671
6	34.6671
7	34.6671
8	34.6671
9	34.6671
10	34.6671
11	34.6671
12	34.6671
13	34.6671
14	34.6671
15	34.6671
16	34.6671
17	34.6671
18	34.6671
19	34.6671
20	34.6671
21	34.6671
22	34.6671
23	34.6671
24	34.6671
25	34.6671
26	34.6671
27	34.6671
28	34.6671
29	34.6671
30	34.6671
31	34.6671
32	34.6671
33	34.6671
34	34.6671
35	34.6671
36	34.6671
37	34.6671
38	34.6671
39	34.6671
40	34.6671
41	34.6671
42	34.6671
43	34.6671
44	34.6671
45	34.6671
46	34.6671
47	34.6671
48	34.6671
49	34.6671
50	34.6671
51	34.6671
52	34.6671
53	34.6671
54	34.6671
55	34.6671
56	34.6671
57	34.6671
58	34.6671
59	34.6671
60	34.6671
61	34.6671
62	34.6671
63	34.6671
64	34.6671
65	34.6671
66	34.6671
67	34.6671
68	34.6671
69	34.6671
70	34.6671
71	34.6671
72	34.6671
73	34.6671
74	34.6671
75	34.6671
76	34.6671
77	34.6671
78	34.6671
79	34.6671
80	34.6671
81	34.6671
82	34.6671
83	34.6671
84	34.6671
85	34.6671
86	34.6671
87	34.6671
88	34.6671
89	34.6671
90	34.6671
91	34.6671
92	34.6671
93	34.6671
94	34.6671
95	34.6671
96	34.6671
97	34.6671
98	34.6671
99	34.6671
