0	35.1655
1	35.1655
2	35.1655
3	35.1655
4	35.1655
5	35.1655
6	35.1655
7	35.1655
8	35.1655
9	35.1655
10	35.1655
11	35.1655
12	35.1655
13	35.1655
14	35.1655
15	35.1655
16	35.1655
17	35.1655
18	35.1655
19	35.1655
20	35.1655
21	35.1655
22	35.1655
23	35.1655
24	35.1655
25	35.1655
26	35.1655
27	35.1655
28	35.1655
29	35.1655
30	35.1655
31	35.1655
32	35.1655
33	35.1655
34	35.1655
35	35.1655
36	35.1655
37	35.1655
38	35.1655
39	35.1655
40	35.1655
41	35.1655
42	35.1655
43	35.1655
44	35.1655
45	35.1655
46	35.1655
47	35.1655
48	35.1655
49	35.1655
50	35.1655
51	35.1655
52	35.1655
53	35.1655
54	35.1655
55	35.1655
56	35.1655
57	35.1655
58	35.1655
59	35.1655
60	35.1655
61	35.1655
62	35.1655
63	35.1655
64	35.1655
65	35.1655
66	35.1655
67	35.1655
68	35.1655
69	35.1655
70	35.1655
71	35.1655
72	35.1655
73	35.1655
74	35.1655
75	35.1655
76	35.1655
77	35.1655
78	35.1655
79	35.1655
80	35.1655
81	35.1655
82	35.1655
83	35.1655
84	35.1655
85	35.1655
86	35.1655
87	35.1655
88	35.1655
89	35.1655
90	35.1655
91	35.1655
92	35.1655
93	35.1655
94	35.1655
95	35.1655
96	35.1655
97	35.1655
98	35.1655
99	35.1655
