0	28.8881
1	28.8881
2	28.8881
3	28.8881
4	28.8881
5	28.8881
6	28.8881
7	28.8881
8	28.8881
9	28.8881
10	28.8881
11	28.8881
12	28.8881
13	28.8881
14	28.8881
15	28.8881
16	28.8881
17	28.8881
18	28.8881
19	28.8881
20	28.8881
21	28.8881
22	28.8881
23	28.8881
24	28.8881
25	28.8881
26	28.8881
27	28.8881
28	28.8881
29	28.8881
30	28.8881
31	28.8881
32	28.8881
33	28.8881
34	28.8881
35	28.8881
36	28.8881
37	28.8881
38	28.8881
39	28.8881
40	28.8881
41	28.8881
42	28.8881
43	28.8881
44	28.8881
45	28.8881
46	28.8881
47	28.8881
48	28.8881
49	28.8881
50	28.8881
51	28.8881
52	28.8881
53	28.8881
54	28.8881
55	28.8881
56	28.8881
57	28.8881
58	28.8881
59	28.8881
60	28.8881
61	28.8881
62	28.8881
63	28.8881
64	28.8881
65	28.8881
66	28.8881
67	28.8881
68	28.8881
69	28.8881
70	28.8881
71	28.8881
72	28.8881
73	28.8881
74	28.8881
75	28.8881
76	28.8881
77	28.8881
78	28.8881
79	28.8881
80	28.8881
81	28.8881
82	28.8881
83	28.8881
84	28.8881
85	28.8881
86	28.8881
87	28.8881
88	28.8881
89	28.8881
90	28.8881
91	28.8881
92	28.8881
93	28.8881
94	28.8881
95	28.8881
96	28.8881
97	28.8881
98	28.8881
99	28.8881
